Country Name,Country Code,Year,Population,organization_name,region,income_group,total_gdp,total_gdp_million,gdp_variation
Fragile and conflict affected situations,FCS,1970,304369852.0,FRÁGILES Y SITUACIONES DE CONFLICTO AFECTADOS,NO DATA,AGREGADOS,69598976288.9107,69598.97628891071,12.2291383916884
High income,HIC,1970,872321331.0,INGRESO ALTO,NO DATA,AGREGADOS,2470678009486.52,2470678.00948652,3.03729703357492
Heavily indebted poor countries (HIPC),HPC,1970,207714326.0,PAÍSES POBRES MUY ENDEUDADOS (PPME),NO DATA,AGREGADOS,36973668688.6746,36973.6686886746,0.0570015900947567
IBRD only,IBD,1970,2369907013.0,SÓLO BIRF,NO DATA,AGREGADOS,588041174185.571,588041.174185571,7.70732861958687
IDA & IBRD total,IBT,1970,2859058030.0,BIRF Y LA AIF,NO DATA,AGREGADOS,679714756080.871,679714.756080871,7.77765035795225
IDA total,IDA,1970,489151017.0,TOTAL DE LA AIF,NO DATA,AGREGADOS,87267271048.8117,87267.2710488117,8.21170292359609
IDA blend,IDB,1970,155145837.0,MEZCLA DE LA AIF,NO DATA,AGREGADOS,30963669013.2192,30963.6690132192,17.7421953960915
IDA only,IDX,1970,334005180.0,SÓLO AIF,NO DATA,AGREGADOS,56813820897.2927,56813.8208972927,0.899846448070463
Latin America & Caribbean (excluding high income),LAC,1970,255873463.0,AMÉRICA LATINA Y EL CARIBE (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,143389833303.931,143389.833303931,6.81082269491138
Latin America & Caribbean,LCN,1970,285867424.0,AMÉRICA LATINA Y EL CARIBE,NO DATA,AGREGADOS,175326829534.158,175326.829534158,6.52252058364735
Least developed countries: UN classification,LDC,1970,306831524.0,PAÍSES MENOS DESARROLLADOS: CLASIFICACIÓN DE LAS NACIONES UNIDAS,NO DATA,AGREGADOS,47327420633.9141,47327.4206339141,-0.663188030014339
Low income,LIC,1970,179333360.0,PAÍSES DE INGRESO BAJO,NO DATA,AGREGADOS,25496166643.6128,25496.1666436128,2.89285238322634
Lower middle income,LMC,1970,1246579469.0,PAÍSES DE INGRESO MEDIANO BAJO,NO DATA,AGREGADOS,152289415681.448,152289.415681448,7.20388745398705
Low & middle income,LMY,1970,2798258181.0,INGRESO MEDIANO Y BAJO,NO DATA,AGREGADOS,521249210458.383,521249.210458383,7.93481976512325
Late-demographic dividend,LTE,1970,1339320296.0,AVANZADA DEL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,335674639859.472,335674.639859472,10.8077227598129
Middle East & North Africa,MEA,1970,138473057.0,ORIENTE MEDIO Y NORTE DE ÁFRICA,NO DATA,AGREGADOS,59037248575.1812,59037.2485751812,17.8095541816723
Middle income,MIC,1970,2618924821.0, INGRESO MEDIANO,NO DATA,AGREGADOS,497735470773.231,497735.470773231,8.10466309834628
Middle East & North Africa (excluding high income),MNA,1970,127335093.0,ORIENTE MEDIO Y NORTE DE ÁFRICA (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,41754908494.5976,41754.90849459761,8.37624126468609
North America,NAC,1970,226431000.0,AMÉRICA DEL NORTE,NO DATA,AGREGADOS,1161681557632.31,1161681.55763231,0.433701017705928
OECD members,OED,1970,917970733.0,MIEMBROS OCDE,NO DATA,AGREGADOS,2399741043433.84,2399741.04343384,2.76600824910909
Other small states,OSS,1970,11029164.0,OTROS ESTADOS PEQUEOS,NO DATA,AGREGADOS,0.0,0.0,0.0
Pre-demographic dividend,PRE,1970,239204922.0,PREVIA AL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,47434756907.4206,47434.75690742061,8.65295144376891
Pacific island small states,PSS,1970,1150712.0,ESTADOS PEQUEOS DE LAS ISLAS DEL PACFICO,NO DATA,AGREGADOS,423802353.214943,423.80235321494297,0.0
Post-demographic dividend,PST,1970,839822017.0,POSTERIOR AL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,2340440995394.74,2340440.9953947403,2.68302003359311
South Asia,SAS,1970,713711358.0,ASIA MERIDIONAL,NO DATA,AGREGADOS,85149253640.797,85149.253640797,5.9071815517912
Sub-Saharan Africa (excluding high income),SSA,1970,290472633.0,ÁFRICA AL SUR DEL SAHARA (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,73996942604.7019,73996.94260470191,7.85018979625403
Sub-Saharan Africa,SSF,1970,290526233.0,ÁFRICA AL SUR DEL SAHARA,NO DATA,AGREGADOS,74013525325.8831,74013.5253258831,7.85077355409223
Small states,SST,1970,17073320.0,PEQUEÑOS ESTADOS,NO DATA,AGREGADOS,4369005445.90709,4369.00544590709,0.0
East Asia & Pacific (IDA & IBRD countries),TEA,1970,1102743524.0,ASIA ORIENTAL Y EL PACÍFICO (BIRF Y LA AIF),NO DATA,AGREGADOS,126901324713.179,126901.324713179,13.4416904941666
Europe & Central Asia (IDA & IBRD countries),TEC,1970,351017860.0,EUROPA Y ASIA CENTRAL (BIRF Y LA AIF),NO DATA,AGREGADOS,0.0,0.0,0.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,1970,273723962.0,AMÉRICA LATINA Y EL CARIBE (BIRF Y LA AIF),NO DATA,AGREGADOS,163191075146.532,163191.075146532,6.53004470676339
Middle East & North Africa (IDA & IBRD countries),TMN,1970,127335093.0,ORIENTE MEDIO Y NORTE DE ÁFRICA (BIRF Y LA AIF),NO DATA,AGREGADOS,41368738361.9243,41368.73836192431,8.37624126468609
South Asia (IDA & IBRD),TSA,1970,713711358.0,ASIA MERIDIONAL (BIRF Y LA AIF),NO DATA,AGREGADOS,85149253640.797,85149.253640797,5.9071815517912
Sub-Saharan Africa (IDA & IBRD countries),TSS,1970,290526233.0,ÁFRICA AL SUR DEL SAHARA (BIRF Y LA AIF),NO DATA,AGREGADOS,74013525325.8832,74013.5253258832,7.85077355409223
Upper middle income,UMC,1970,1372345352.0,INGRESO MEDIANO ALTO,NO DATA,AGREGADOS,344989504618.524,344989.504618524,8.39583936972753
World,WLD,1970,3681975908.0,MUNDO,NO DATA,AGREGADOS,3003116289069.99,3003116.28906999,3.75168512765826
Kosovo,XKX,1970,1219000.0,KOSOVO,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),INGRESO MEDIANO ALTO,0.0,0.0,0.0
Arab World,ARB,1971,125164720.0,EL MUNDO ÁRABE,NO DATA,AGREGADOS,49926770848.0969,49926.7708480969,7.44242129318471
Central Europe and the Baltics,CEB,1971,99635258.0,EUROPA CENTRAL Y DEL BÁLTICO,NO DATA,AGREGADOS,0.0,0.0,0.0
Channel Islands,CHI,1971,122405.0,ISLAS DEL CANAL,NO DATA,INGRESO ALTO,0.0,0.0,0.0
Caribbean small states,CSS,1971,4953088.0,ESTADOS PEQUEOS DEL CARIBE,NO DATA,AGREGADOS,1613161370.38002,1613.16137038002,2.90604634528191
East Asia & Pacific (excluding high income),EAP,1971,1147919427.0,ASIA ORIENTAL Y EL PACÍFICO (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,136421043650.901,136421.043650901,6.77391445633133
Early-demographic dividend,EAR,1971,1277799456.0,INICIAL DEL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,319406668038.718,319406.668038718,5.43181007947928
East Asia & Pacific,EAS,1971,1324084663.0,ASIA ORIENTAL Y EL PACÍFICO,NO DATA,AGREGADOS,458538537862.756,458538.537862756,5.27923049110117
Europe & Central Asia (excluding high income),ECA,1971,296984143.0,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,0.0,0.0,0.0
Europe & Central Asia,ECS,1971,743140589.0,EUROPA Y ASIA CENTRAL,NO DATA,AGREGADOS,1151506884356.91,1151506.88435691,3.7251401319145
Euro area,EMU,1971,288923399.0,ZONA DEL EURO,NO DATA,AGREGADOS,731195960171.464,731195.960171464,3.76359579970263
European Union,EUU,1971,388391948.0,UNIÓN EUROPEA,NO DATA,AGREGADOS,823502008838.717,823502.008838717,3.65623721690741
Fragile and conflict affected situations,FCS,1971,311311083.0,FRÁGILES Y SITUACIONES DE CONFLICTO AFECTADOS,NO DATA,AGREGADOS,71676944408.5264,71676.9444085264,7.64855153333129
High income,HIC,1971,882572657.0,INGRESO ALTO,NO DATA,AGREGADOS,2744911647055.79,2744911.64705579,3.92724760900909
Heavily indebted poor countries (HIPC),HPC,1971,213272593.0,PAÍSES POBRES MUY ENDEUDADOS (PPME),NO DATA,AGREGADOS,39841483301.0598,39841.4833010598,4.56335353713338
IBRD only,IBD,1971,2425733326.0,SÓLO BIRF,NO DATA,AGREGADOS,641077105466.904,641077.105466904,6.118643755604
IDA & IBRD total,IBT,1971,2927364907.0,BIRF Y LA AIF,NO DATA,AGREGADOS,732805986167.548,732805.986167548,6.15231409365946
IDA total,IDA,1971,501631581.0,TOTAL DE LA AIF,NO DATA,AGREGADOS,88260148030.0825,88260.1480300825,6.35718413261344
IDA blend,IDB,1971,159323709.0,MEZCLA DE LA AIF,NO DATA,AGREGADOS,28851063760.2118,28851.0637602118,10.5287965451824
IDA only,IDX,1971,342307872.0,SÓLO AIF,NO DATA,AGREGADOS,60208693259.3095,60208.693259309504,2.67521769509966
Latin America & Caribbean (excluding high income),LAC,1971,262286392.0,AMÉRICA LATINA Y EL CARIBE (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,158735480510.831,158735.480510831,6.97584719589592
Latin America & Caribbean,LCN,1971,292913867.0,AMÉRICA LATINA Y EL CARIBE,NO DATA,AGREGADOS,195536195231.249,195536.195231249,6.87556725635936
Least developed countries: UN classification,LDC,1971,314257039.0,PAÍSES MENOS DESARROLLADOS: CLASIFICACIÓN DE LAS NACIONES UNIDAS,NO DATA,AGREGADOS,49720273645.074,49720.273645074,1.73548288322533
Low income,LIC,1971,184001167.0,PAÍSES DE INGRESO BAJO,NO DATA,AGREGADOS,28190693616.251,28190.693616251,4.73397415261032
Lower middle income,LMC,1971,1276118989.0,PAÍSES DE INGRESO MEDIANO BAJO,NO DATA,AGREGADOS,158605276404.641,158605.276404641,4.80792486060813
Low & middle income,LMY,1971,2866198148.0,INGRESO MEDIANO Y BAJO,NO DATA,AGREGADOS,560488895269.683,560488.895269683,6.17807260357841
Late-demographic dividend,LTE,1971,1370950386.0,AVANZADA DEL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,373427304808.806,373427.3048088061,8.50760639469897
Middle East & North Africa,MEA,1971,142307871.0,ORIENTE MEDIO Y NORTE DE ÁFRICA,NO DATA,AGREGADOS,68081996065.3605,68081.9960653605,9.51162360561979
Middle income,MIC,1971,2682196981.0, INGRESO MEDIANO,NO DATA,AGREGADOS,534583070924.143,534583.070924143,6.22406139633482
Middle East & North Africa (excluding high income),MNA,1971,130670746.0,ORIENTE MEDIO Y NORTE DE ÁFRICA (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,47936770332.548,47936.770332548,6.22128641807063
North America,NAC,1971,229677632.0,AMÉRICA DEL NORTE,NO DATA,AGREGADOS,1264667554743.51,1264667.55474351,3.35169833908135
OECD members,OED,1971,929959388.0,MIEMBROS OCDE,NO DATA,AGREGADOS,2658588638029.64,2658588.63802964,3.76286627524564
Other small states,OSS,1971,11255188.0,OTROS ESTADOS PEQUEOS,NO DATA,AGREGADOS,0.0,0.0,0.0
Pre-demographic dividend,PRE,1971,245537967.0,PREVIA AL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,46915549918.7223,46915.549918722296,9.41604242670803
Pacific island small states,PSS,1971,1176559.0,ESTADOS PEQUEOS DE LAS ISLAS DEL PACFICO,NO DATA,AGREGADOS,477298982.38294,477.29898238294,6.32989043263548
Post-demographic dividend,PST,1971,849163924.0,POSTERIOR AL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,2597991158683.13,2597991.15868313,3.7211953406227
South Asia,SAS,1971,730107660.0,ASIA MERIDIONAL,NO DATA,AGREGADOS,90601671637.0805,90601.67163708052,0.619467359064615
Sub-Saharan Africa (excluding high income),SSA,1971,298229780.0,ÁFRICA AL SUR DEL SAHARA (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,76073514866.9192,76073.5148669192,7.75095555880836
Sub-Saharan Africa,SSF,1971,298284475.0,ÁFRICA AL SUR DEL SAHARA,NO DATA,AGREGADOS,76093761638.2127,76093.7616382127,7.75559333657954
Small states,SST,1971,17384835.0,PEQUEÑOS ESTADOS,NO DATA,AGREGADOS,4889680110.9977,4889.6801109977,0.0
East Asia & Pacific (IDA & IBRD countries),TEA,1971,1133088596.0,ASIA ORIENTAL Y EL PACÍFICO (BIRF Y LA AIF),NO DATA,AGREGADOS,136281807864.075,136281.807864075,6.76921956994005
Europe & Central Asia (IDA & IBRD countries),TEC,1971,354660485.0,EUROPA Y ASIA CENTRAL (BIRF Y LA AIF),NO DATA,AGREGADOS,0.0,0.0,0.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,1971,280552945.0,AMÉRICA LATINA Y EL CARIBE (BIRF Y LA AIF),NO DATA,AGREGADOS,181432296850.531,181432.296850531,6.87700139218033
Middle East & North Africa (IDA & IBRD countries),TMN,1971,130670746.0,ORIENTE MEDIO Y NORTE DE ÁFRICA (BIRF Y LA AIF),NO DATA,AGREGADOS,47493427271.1773,47493.4272711773,6.22128641807063
South Asia (IDA & IBRD),TSA,1971,730107660.0,ASIA MERIDIONAL (BIRF Y LA AIF),NO DATA,AGREGADOS,90601671637.0805,90601.67163708052,0.619467359064615
Sub-Saharan Africa (IDA & IBRD countries),TSS,1971,298284475.0,ÁFRICA AL SUR DEL SAHARA (BIRF Y LA AIF),NO DATA,AGREGADOS,76093761638.2128,76093.7616382128,7.75559333657954
Upper middle income,UMC,1971,1406077992.0,INGRESO MEDIANO ALTO,NO DATA,AGREGADOS,375546641965.743,375546.641965743,6.67350101850963
World,WLD,1971,3760516757.0,MUNDO,NO DATA,AGREGADOS,3318577763684.84,3318577.76368484,4.27007179675553
Kosovo,XKX,1971,1247000.0,KOSOVO,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),INGRESO MEDIANO ALTO,0.0,0.0,0.0
Arab World,ARB,1972,128598743.0,EL MUNDO ÁRABE,NO DATA,AGREGADOS,59966658266.3589,59966.6582663589,13.9200390240344
Central Europe and the Baltics,CEB,1972,100357161.0,EUROPA CENTRAL Y DEL BÁLTICO,NO DATA,AGREGADOS,0.0,0.0,0.0
Channel Islands,CHI,1972,123611.0,ISLAS DEL CANAL,NO DATA,INGRESO ALTO,0.0,0.0,0.0
Caribbean small states,CSS,1972,5012600.0,ESTADOS PEQUEOS DEL CARIBE,NO DATA,AGREGADOS,1698692040.55074,1698.69204055074,-1.0794012564856
East Asia & Pacific (excluding high income),EAP,1972,1176921767.0,ASIA ORIENTAL Y EL PACÍFICO (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,155334817415.349,155334.817415349,4.90360784355259
Early-demographic dividend,EAR,1972,1309397210.0,INICIAL DEL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,352484048932.354,352484.048932354,6.78823198422418
East Asia & Pacific,EAS,1972,1355934840.0,ASIA ORIENTAL Y EL PACÍFICO,NO DATA,AGREGADOS,570106282930.724,570106.282930724,7.16253041589306
Europe & Central Asia (excluding high income),ECA,1972,300287193.0,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,0.0,0.0,0.0
Europe & Central Asia,ECS,1972,749283635.0,EUROPA Y ASIA CENTRAL,NO DATA,AGREGADOS,1381156796872.97,1381156.79687297,4.67465246473023
Euro area,EMU,1972,290874612.0,ZONA DEL EURO,NO DATA,AGREGADOS,883508228670.426,883508.2286704261,4.89804821322839
European Union,EUU,1972,390995000.0,UNIÓN EUROPEA,NO DATA,AGREGADOS,993661642106.048,993661.642106048,4.77599422184203
Fragile and conflict affected situations,FCS,1972,318462078.0,FRÁGILES Y SITUACIONES DE CONFLICTO AFECTADOS,NO DATA,AGREGADOS,82981206234.4754,82981.20623447541,3.78300183093847
High income,HIC,1972,891567144.0,INGRESO ALTO,NO DATA,AGREGADOS,3188709377378.44,3188709.37737844,5.4998190072391
Heavily indebted poor countries (HIPC),HPC,1972,219004306.0,PAÍSES POBRES MUY ENDEUDADOS (PPME),NO DATA,AGREGADOS,44348097940.9632,44348.097940963205,2.12922072281789
IBRD only,IBD,1972,2480636089.0,SÓLO BIRF,NO DATA,AGREGADOS,722637367325.927,722637.367325927,6.66663585023899
IDA & IBRD total,IBT,1972,2994908497.0,BIRF Y LA AIF,NO DATA,AGREGADOS,819967723180.736,819967.723180736,5.98287403017972
IDA total,IDA,1972,514272408.0,TOTAL DE LA AIF,NO DATA,AGREGADOS,94409590867.7376,94409.5908677376,1.8317980712075
IDA blend,IDB,1972,163635977.0,MEZCLA DE LA AIF,NO DATA,AGREGADOS,32360055753.1757,32360.0557531757,4.02549470393228
IDA only,IDX,1972,350636431.0,SÓLO AIF,NO DATA,AGREGADOS,62734080531.8791,62734.080531879095,-0.252511640374706
Latin America & Caribbean (excluding high income),LAC,1972,268760622.0,AMÉRICA LATINA Y EL CARIBE (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,180629385056.399,180629.38505639895,7.72661199329461
Latin America & Caribbean,LCN,1972,300028905.0,AMÉRICA LATINA Y EL CARIBE,NO DATA,AGREGADOS,219954391453.822,219954.391453822,7.16221070622464
Least developed countries: UN classification,LDC,1972,321707146.0,PAÍSES MENOS DESARROLLADOS: CLASIFICACIÓN DE LAS NACIONES UNIDAS,NO DATA,AGREGADOS,51425857359.3937,51425.857359393696,-1.50099204069052
Low income,LIC,1972,188773015.0,PAÍSES DE INGRESO BAJO,NO DATA,AGREGADOS,31426720690.4225,31426.720690422502,1.73288960561482
Lower middle income,LMC,1972,1306406127.0,PAÍSES DE INGRESO MEDIANO BAJO,NO DATA,AGREGADOS,169313484036.134,169313.484036134,1.71361344113569
Low & middle income,LMY,1972,2933235961.0,INGRESO MEDIANO Y BAJO,NO DATA,AGREGADOS,629566887795.994,629566.8877959941,6.15584989492575
Late-demographic dividend,LTE,1972,1400911434.0,AVANZADA DEL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,429644439389.919,429644.439389919,7.87358362072155
Middle East & North Africa,MEA,1972,146213398.0,ORIENTE MEDIO Y NORTE DE ÁFRICA,NO DATA,AGREGADOS,83449708202.6929,83449.7082026929,14.3368771658711
Middle income,MIC,1972,2744462946.0, INGRESO MEDIANO,NO DATA,AGREGADOS,600659508040.533,600659.5080405329,6.29472772689334
Middle East & North Africa (excluding high income),MNA,1972,134051048.0,ORIENTE MEDIO Y NORTE DE ÁFRICA (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,57282161679.2469,57282.1616792469,13.2524360410031
North America,NAC,1972,232168663.0,AMÉRICA DEL NORTE,NO DATA,AGREGADOS,1392809248873.62,1392809.24887362,5.27513881530608
OECD members,OED,1972,940747243.0,MIEMBROS OCDE,NO DATA,AGREGADOS,3088385972039.58,3088385.97203958,5.38043439558137
Other small states,OSS,1972,11488070.0,OTROS ESTADOS PEQUEOS,NO DATA,AGREGADOS,0.0,0.0,0.0
Pre-demographic dividend,PRE,1972,252097876.0,PREVIA AL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,55126951207.0378,55126.95120703781,3.41503133234508
Pacific island small states,PSS,1972,1202128.0,ESTADOS PEQUEOS DE LAS ISLAS DEL PACFICO,NO DATA,AGREGADOS,565885771.690898,565.885771690898,5.43183846867849
Post-demographic dividend,PST,1972,857079422.0,POSTERIOR AL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,3016877286748.45,3016877.2867484502,5.30422432180357
South Asia,SAS,1972,746911710.0,ASIA MERIDIONAL,NO DATA,AGREGADOS,91337915060.3368,91337.9150603368,-1.75812151495676
Sub-Saharan Africa (excluding high income),SSA,1972,306303621.0,ÁFRICA AL SUR DEL SAHARA (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,85715420447.2073,85715.4204472073,2.9492484600766
Sub-Saharan Africa,SSF,1972,306359650.0,ÁFRICA AL SUR DEL SAHARA,NO DATA,AGREGADOS,85744484210.1308,85744.4842101308,2.9513160362082
Small states,SST,1972,17702798.0,PEQUEÑOS ESTADOS,NO DATA,AGREGADOS,5678575468.74338,5678.57546874338,0.0
East Asia & Pacific (IDA & IBRD countries),TEA,1972,1161692236.0,ASIA ORIENTAL Y EL PACÍFICO (BIRF Y LA AIF),NO DATA,AGREGADOS,155175837306.871,155175.837306871,4.90093721381513
Europe & Central Asia (IDA & IBRD countries),TEC,1972,358451364.0,EUROPA Y ASIA CENTRAL (BIRF Y LA AIF),NO DATA,AGREGADOS,0.0,0.0,0.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,1972,287442489.0,AMÉRICA LATINA Y EL CARIBE (BIRF Y LA AIF),NO DATA,AGREGADOS,203809203780.098,203809.203780098,7.25359128033919
Middle East & North Africa (IDA & IBRD countries),TMN,1972,134051048.0,ORIENTE MEDIO Y NORTE DE ÁFRICA (BIRF Y LA AIF),NO DATA,AGREGADOS,56752387797.0134,56752.3877970134,13.2524360410031
South Asia (IDA & IBRD),TSA,1972,746911710.0,ASIA MERIDIONAL (BIRF Y LA AIF),NO DATA,AGREGADOS,91337915060.3368,91337.9150603368,-1.75812151495676
Sub-Saharan Africa (IDA & IBRD countries),TSS,1972,306359650.0,ÁFRICA AL SUR DEL SAHARA (BIRF Y LA AIF),NO DATA,AGREGADOS,85744484210.1309,85744.4842101309,2.95131603620817
Upper middle income,UMC,1972,1438056819.0,INGRESO MEDIANO ALTO,NO DATA,AGREGADOS,430970845861.105,430970.84586110496,7.72321024222053
World,WLD,1972,3836900801.0,MUNDO,NO DATA,AGREGADOS,3833100090142.99,3833100.0901429914,5.60156777985716
Kosovo,XKX,1972,1278000.0,KOSOVO,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),INGRESO MEDIANO ALTO,0.0,0.0,0.0
Arab World,ARB,1973,132161302.0,EL MUNDO ÁRABE,NO DATA,AGREGADOS,79125367981.7092,79125.3679817092,13.2591913780069
Central Europe and the Baltics,CEB,1973,101112680.0,EUROPA CENTRAL Y DEL BÁLTICO,NO DATA,AGREGADOS,0.0,0.0,0.0
Channel Islands,CHI,1973,124722.0,ISLAS DEL CANAL,NO DATA,INGRESO ALTO,0.0,0.0,0.0
Caribbean small states,CSS,1973,5071912.0,ESTADOS PEQUEOS DEL CARIBE,NO DATA,AGREGADOS,1913764641.92038,1913.76464192038,2.87497533939138
East Asia & Pacific (excluding high income),EAP,1973,1204968832.0,ASIA ORIENTAL Y EL PACÍFICO (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,195394493447.489,195394.49344748905,8.26656664151176
Early-demographic dividend,EAR,1973,1341779503.0,INICIAL DEL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,451082815549.183,451082.815549183,7.02703285892095
East Asia & Pacific,EAS,1973,1386816705.0,ASIA ORIENTAL Y EL PACÍFICO,NO DATA,AGREGADOS,751498531879.999,751498.531879999,7.66515045861907
Europe & Central Asia (excluding high income),ECA,1973,303586616.0,EUROPA Y ASIA CENTRAL (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,0.0,0.0,0.0
Europe & Central Asia,ECS,1973,755259488.0,EUROPA Y ASIA CENTRAL,NO DATA,AGREGADOS,1757544418877.75,1757544.41887775,5.92327714062939
Euro area,EMU,1973,292728242.0,ZONA DEL EURO,NO DATA,AGREGADOS,1147307562029.17,1147307.56202917,6.20272394102086
European Union,EUU,1973,393524745.0,UNIÓN EUROPEA,NO DATA,AGREGADOS,1286120910863.29,1286120.91086329,6.08271017229183
Fragile and conflict affected situations,FCS,1973,325837597.0,FRÁGILES Y SITUACIONES DE CONFLICTO AFECTADOS,NO DATA,AGREGADOS,102637595519.678,102637.595519678,3.94281850224041
High income,HIC,1973,900281397.0,INGRESO ALTO,NO DATA,AGREGADOS,3868523480638.55,3868523.4806385497,6.31662059943349
Heavily indebted poor countries (HIPC),HPC,1973,224905337.0,PAÍSES POBRES MUY ENDEUDADOS (PPME),NO DATA,AGREGADOS,54318704968.4685,54318.7049684685,3.25368229757019
IBRD only,IBD,1973,2535259156.0,SÓLO BIRF,NO DATA,AGREGADOS,936773600276.359,936773.600276359,7.04590493510571
IDA & IBRD total,IBT,1973,3062459678.0,BIRF Y LA AIF,NO DATA,AGREGADOS,1047793363668.69,1047793.36366869,6.65701548081481
IDA total,IDA,1973,527200522.0,TOTAL DE LA AIF,NO DATA,AGREGADOS,109703512343.058,109703.512343058,4.18399800338267
IDA blend,IDB,1973,168129765.0,MEZCLA DE LA AIF,NO DATA,AGREGADOS,34608035284.8771,34608.0352848771,5.6384372543915
IDA only,IDX,1973,359070757.0,SÓLO AIF,NO DATA,AGREGADOS,76232074767.4012,76232.0747674012,2.74281513595834
Latin America & Caribbean (excluding high income),LAC,1973,275303005.0,AMÉRICA LATINA Y EL CARIBE (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,241709359283.937,241709.35928393705,8.69616693412472
Latin America & Caribbean,LCN,1973,307224818.0,AMÉRICA LATINA Y EL CARIBE,NO DATA,AGREGADOS,292519246389.568,292519.246389568,7.98880139799158
Least developed countries: UN classification,LDC,1973,329263985.0,PAÍSES MENOS DESARROLLADOS: CLASIFICACIÓN DE LAS NACIONES UNIDAS,NO DATA,AGREGADOS,62590393466.0918,62590.3934660918,2.31242025202074
Low income,LIC,1973,193654964.0,PAÍSES DE INGRESO BAJO,NO DATA,AGREGADOS,37392263614.1666,37392.2636141666,1.56763266009317
Lower middle income,LMC,1973,1337477891.0,PAÍSES DE INGRESO MEDIANO BAJO,NO DATA,AGREGADOS,199171176265.644,199171.17626564403,4.57618260731813
Low & middle income,LMY,1973,3000249265.0,INGRESO MEDIANO Y BAJO,NO DATA,AGREGADOS,802228294104.663,802228.294104663,6.8716569123312
Late-demographic dividend,LTE,1973,1429901917.0,AVANZADA DEL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,557950349648.527,557950.349648527,9.83344317865561
Middle East & North Africa,MEA,1973,150292311.0,ORIENTE MEDIO Y NORTE DE ÁFRICA,NO DATA,AGREGADOS,114701924208.076,114701.924208076,11.3377003092505
Middle income,MIC,1973,2806594301.0, INGRESO MEDIANO,NO DATA,AGREGADOS,767521683900.225,767521.683900225,7.03105204134742
Middle East & North Africa (excluding high income),MNA,1973,137511232.0,ORIENTE MEDIO Y NORTE DE ÁFRICA (EXCLUIDO ALTOS INGRESOS),NO DATA,AGREGADOS,76112085342.8563,76112.0853428563,5.28271496975017
North America,NAC,1973,234454577.0,AMÉRICA DEL NORTE,NO DATA,AGREGADOS,1557409843565.64,1557409.8435656398,5.73203592538529
OECD members,OED,1973,951245160.0,MIEMBROS OCDE,NO DATA,AGREGADOS,3738694189699.62,3738694.18969962,6.05855049224509
Other small states,OSS,1973,11725338.0,OTROS ESTADOS PEQUEOS,NO DATA,AGREGADOS,0.0,0.0,0.0
Pre-demographic dividend,PRE,1973,258953399.0,PREVIA AL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,67932162400.2643,67932.1624002643,4.10796476453477
Pacific island small states,PSS,1973,1227653.0,ESTADOS PEQUEOS DE LAS ISLAS DEL PACFICO,NO DATA,AGREGADOS,757316230.701195,757.316230701195,10.968984692217
Post-demographic dividend,PST,1973,864609745.0,POSTERIOR AL DIVIDENDO DEMOGRÁFICO,NO DATA,AGREGADOS,3649115307793.73,3649115.30779373,6.09011922212655
